gold_label,sequence,attention_mask,token_type
contradiction,"[CLS] des ##ola ##tion williams is the only prisoner in the camp . [SEP] set in the second half of the 22nd century , mars has been 84 % terra ##formed , allowing humans to walk on the surface without pressure suits . martian society has become mat ##ria ##rch ##al , with women in most positions of authority . the story concerns police officer melanie ballard ( natasha hen ##st ##ridge ) , second in command of a team alongside sergeant jericho ( jason stat ##ham ) sent to a remote mining outpost to transport prisoner des ##ola ##tion williams ( ice cube ) . arriving at the remote mining town , ballard finds all of the people missing . she learns that they had discovered an underground doorway created by an ancient martian civilization . when the door was opened it released di ##se ##mbo ##die ##d spirits or "" ghosts "" , which took possession of the miners . the possessed miners commit horrific acts of death and destruction , along with self - mu ##tila ##tion . when [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] melanie and the police officers arrive to the mars mining camp by all of the people missing . [SEP] set in the second half of the 22nd century , mars has been 84 % terra ##formed , allowing humans to walk on the surface without pressure suits . martian society has become mat ##ria ##rch ##al , with women in most positions of authority . the story concerns police officer melanie ballard ( natasha hen ##st ##ridge ) , second in command of a team alongside sergeant jericho ( jason stat ##ham ) sent to a remote mining outpost to transport prisoner des ##ola ##tion williams ( ice cube ) . arriving at the remote mining town , ballard finds all of the people missing . she learns that they had discovered an underground doorway created by an ancient martian civilization . when the door was opened it released di ##se ##mbo ##die ##d spirits or "" ghosts "" , which took possession of the miners . the possessed miners commit horrific acts of death and destruction , along with self - mu ##tila ##tion . when [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] humans have colon ##ized mars 200 years in the future . [SEP] set in the second half of the 22nd century , mars has been 84 % terra ##formed , allowing humans to walk on the surface without pressure suits . martian society has become mat ##ria ##rch ##al , with women in most positions of authority . the story concerns police officer melanie ballard ( natasha hen ##st ##ridge ) , second in command of a team alongside sergeant jericho ( jason stat ##ham ) sent to a remote mining outpost to transport prisoner des ##ola ##tion williams ( ice cube ) . arriving at the remote mining town , ballard finds all of the people missing . she learns that they had discovered an underground doorway created by an ancient martian civilization . when the door was opened it released di ##se ##mbo ##die ##d spirits or "" ghosts "" , which took possession of the miners . the possessed miners commit horrific acts of death and destruction , along with self - mu ##tila ##tion . when [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] melanie and the policemen meet des ##ola ##tion williams . [SEP] set in the second half of the 22nd century , mars has been 84 % terra ##formed , allowing humans to walk on the surface without pressure suits . martian society has become mat ##ria ##rch ##al , with women in most positions of authority . the story concerns police officer melanie ballard ( natasha hen ##st ##ridge ) , second in command of a team alongside sergeant jericho ( jason stat ##ham ) sent to a remote mining outpost to transport prisoner des ##ola ##tion williams ( ice cube ) . arriving at the remote mining town , ballard finds all of the people missing . she learns that they had discovered an underground doorway created by an ancient martian civilization . when the door was opened it released di ##se ##mbo ##die ##d spirits or "" ghosts "" , which took possession of the miners . the possessed miners commit horrific acts of death and destruction , along with self - mu ##tila ##tion . when [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] ballard and williams are the only people left at the camp . [SEP] set in the second half of the 22nd century , mars has been 84 % terra ##formed , allowing humans to walk on the surface without pressure suits . martian society has become mat ##ria ##rch ##al , with women in most positions of authority . the story concerns police officer melanie ballard ( natasha hen ##st ##ridge ) , second in command of a team alongside sergeant jericho ( jason stat ##ham ) sent to a remote mining outpost to transport prisoner des ##ola ##tion williams ( ice cube ) . arriving at the remote mining town , ballard finds all of the people missing . she learns that they had discovered an underground doorway created by an ancient martian civilization . when the door was opened it released di ##se ##mbo ##die ##d spirits or "" ghosts "" , which took possession of the miners . the possessed miners commit horrific acts of death and destruction , along with self - mu ##tila ##tion . when [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] ice was the color of the dust when unleashed . [SEP] set in the second half of the 22nd century , mars has been 84 % terra ##formed , allowing humans to walk on the surface without pressure suits . martian society has become mat ##ria ##rch ##al , with women in most positions of authority . the story concerns police officer melanie ballard ( natasha hen ##st ##ridge ) , second in command of a team alongside sergeant jericho ( jason stat ##ham ) sent to a remote mining outpost to transport prisoner des ##ola ##tion williams ( ice cube ) . arriving at the remote mining town , ballard finds all of the people missing . she learns that they had discovered an underground doorway created by an ancient martian civilization . when the door was opened it released di ##se ##mbo ##die ##d spirits or "" ghosts "" , which took possession of the miners . the possessed miners commit horrific acts of death and destruction , along with self - mu ##tila ##tion . when [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] one and a half years have passed by the end of the film . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the cult ' s name is i . c . corp . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] the shy , teenage girl ' s name is nor ##iko shi ##ma ##bara . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] broken dam commits suicide . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
entailment,"[CLS] 54 girls jumped in front of the train . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
contradiction,"[CLS] te ##tsu ##zo attacked them with a knife . [SEP] the film starts on december 12th , 2001 with a young girl named nor ##iko shi ##ma ##bara ( ka ##zu ##e fu ##ki ##ish ##i ) arriving at tokyo station with a bag of rolling luggage . she walks up ##to gin ##za , ' pretending to have returned from a long trip ' . chapter 1 : nor ##iko ##nor ##iko describes her family : a father ( ken mit ##su ##ish ##i ) , a mother ( san ##ae mi ##yat ##a ) and a younger sister named yu ##ka ( yuri ##ko yo ##shi ##taka ) . a 17 year old in junior high school , nor ##iko conflicts with her father over her choice of college . while nor ##iko wishes to go to the city and lead a more urban life , her father wants her to go to a local university . this decision is encouraged by the fact that when two of nor ##iko ' s cousins went to tokyo , they returned pregnant . when returning from school one day , nor ##iko meets a [SEP]",1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
